pixel_x,pixel_y,norm_x,norm_y,norm_z
838,162,0.6547418832778931,0.2256336361169815,-0.03299930691719055
838,162,0.6551347374916077,0.22545957565307617,-0.03128688037395477
838,162,0.654796302318573,0.22631385922431946,-0.03267756849527359
839,162,0.6557852029800415,0.22596052289009094,-0.03134871646761894
840,163,0.656859278678894,0.22652022540569305,-0.033656809478998184
843,164,0.6586681604385376,0.22850896418094635,-0.03131483867764473
846,165,0.661392331123352,0.23037205636501312,-0.034434083849191666
848,169,0.663214921951294,0.2353152185678482,-0.035793136805295944
852,173,0.6662773489952087,0.2403116077184677,-0.0337638333439827
854,177,0.6677449345588684,0.24656300246715546,-0.0386279933154583
857,184,0.6699032187461853,0.2564111351966858,-0.03953654319047928
858,191,0.6709245443344116,0.2656485140323639,-0.04076350852847099
858,199,0.6704803109169006,0.2769470810890198,-0.03841463103890419
858,206,0.6707191467285156,0.2874481678009033,-0.0401570163667202
855,216,0.6681779623031616,0.30067136883735657,-0.0405462309718132
851,227,0.6648508906364441,0.31558483839035034,-0.03890933096408844
848,234,0.6626246571540833,0.32604533433914185,-0.04173031821846962
845,241,0.6607670783996582,0.33518052101135254,-0.05014679953455925
847,248,0.6623671650886536,0.34515541791915894,-0.04985719174146652
853,254,0.6667180061340332,0.3541538119316101,-0.044504303485155106
863,256,0.6748677492141724,0.3567138612270355,-0.04456358775496483
875,258,0.6838139891624451,0.35873255133628845,-0.039791762828826904
886,255,0.6926665306091309,0.3555108308792114,-0.04302990436553955
895,253,0.6995178461074829,0.35158398747444153,-0.04752200096845627
904,248,0.7067399621009827,0.3454095423221588,-0.04782729223370552
911,241,0.7122722864151001,0.3360219895839691,-0.047406092286109924
915,232,0.7153393030166626,0.32254377007484436,-0.04703877493739128
916,222,0.7159843444824219,0.3092556893825531,-0.04216364398598671
918,211,0.7175979018211365,0.2932395935058594,-0.035597797483205795
917,199,0.7170584201812744,0.2772137522697449,-0.03685677424073219
916,189,0.7162496447563171,0.26343339681625366,-0.03961721062660217
913,181,0.7137910723686218,0.2524009644985199,-0.03521519526839256
912,173,0.7126959562301636,0.24133874475955963,-0.03591731935739517
909,167,0.7108098268508911,0.23307552933692932,-0.0369403250515461
909,163,0.7107242941856384,0.22660744190216064,-0.03480732440948486
910,161,0.7115944623947144,0.2244972437620163,-0.037378620356321335
910,165,0.7111557126045227,0.22956739366054535,-0.03986620530486107
909,169,0.7108713984489441,0.23525504767894745,-0.03788423165678978
910,176,0.7110432386398315,0.2452223300933838,-0.039008256047964096
910,185,0.711654543876648,0.2574957609176636,-0.036589037626981735
912,195,0.7129449844360352,0.27132004499435425,-0.04450251907110214
913,208,0.7133256793022156,0.2892596125602722,-0.043460678309202194
912,224,0.712560772895813,0.31217288970947266,-0.054895877838134766
912,240,0.7125375866889954,0.33342498540878296,-0.05692633241415024
912,256,0.7125205993652344,0.35580718517303467,-0.05929897353053093
912,274,0.7131226658821106,0.38129761815071106,-0.057937730103731155
911,291,0.7121384739875793,0.40439045429229736,-0.05607916787266731
911,307,0.7121356725692749,0.42733973264694214,-0.05382070690393448
910,323,0.7116844654083252,0.4490591883659363,-0.04915926977992058
907,337,0.7086802124977112,0.46925973892211914,-0.04897012189030647
902,351,0.7048752307891846,0.48757147789001465,-0.04853937029838562
895,363,0.6995740532875061,0.5043932199478149,-0.053405385464429855
887,372,0.6932644248008728,0.5169031620025635,-0.06018630042672157
879,379,0.6868693828582764,0.5268857479095459,-0.0632578507065773
864,387,0.6754587292671204,0.5381650924682617,-0.05138878524303436
852,392,0.6660853624343872,0.54508376121521,-0.04806271195411682
838,394,0.6548209190368652,0.5476254224777222,-0.04521988332271576
826,394,0.6453454494476318,0.5474181771278381,-0.04077756404876709
817,390,0.6382908821105957,0.542987048625946,-0.041527703404426575
813,382,0.6355956196784973,0.5308575630187988,-0.04410407319664955
811,375,0.6341648697853088,0.5215061902999878,-0.039472080767154694
812,368,0.6348394155502319,0.5111582279205322,-0.04384520277380943
816,359,0.6381884813308716,0.499019980430603,-0.04682214930653572
820,351,0.6410772204399109,0.4876728653907776,-0.045145053416490555
826,344,0.6455444693565369,0.4784482717514038,-0.045155417174100876
832,339,0.6503694653511047,0.47091224789619446,-0.04280663654208183
838,334,0.6549198627471924,0.46393322944641113,-0.04298848286271095
844,329,0.6596773266792297,0.4576849639415741,-0.043802324682474136
849,325,0.6634765267372131,0.4520428478717804,-0.04483414813876152
852,322,0.6661025881767273,0.44795411825180054,-0.04859979823231697
