pixel_x,pixel_y,norm_x,norm_y,norm_z
639,130,0.49981430172920227,0.1810823678970337,-0.07922662049531937
639,130,0.4998627007007599,0.18190279603004456,-0.07628054916858673
639,132,0.49978089332580566,0.1836467683315277,-0.08008056879043579
642,135,0.501960813999176,0.1875070333480835,-0.07924406230449677
642,138,0.5015955567359924,0.19191819429397583,-0.0789312943816185
643,138,0.5026930570602417,0.19268158078193665,-0.07787374407052994
646,134,0.5048196315765381,0.18729645013809204,-0.07637009769678116
649,131,0.5074191093444824,0.18274378776550293,-0.07398810982704163
655,137,0.5123831033706665,0.19145038723945618,-0.07669371366500854
653,138,0.5105936527252197,0.19295799732208252,-0.07949709892272949
667,147,0.5211724042892456,0.20431086421012878,-0.07935383170843124
666,148,0.5206000804901123,0.2062649130821228,-0.08115021139383316
683,157,0.5337381958961487,0.21817651391029358,-0.09150709211826324
699,172,0.5464277267456055,0.23904898762702942,-0.10547024756669998
718,198,0.5611135959625244,0.2756999731063843,-0.1334676593542099
721,199,0.5634145140647888,0.2767297029495239,-0.13298378884792328
738,221,0.5769526362419128,0.30773699283599854,-0.11488792300224304
757,240,0.5917848348617554,0.3342050611972809,-0.1235690787434578
757,244,0.5921574831008911,0.33969077467918396,-0.11088313907384872
777,258,0.6072964668273926,0.3596271276473999,-0.12650206685066223
778,260,0.6082975268363953,0.36170220375061035,-0.10775630921125412
800,271,0.6257324814796448,0.37757277488708496,-0.12174420803785324
804,276,0.6287035942077637,0.383951336145401,-0.10726038366556168
811,270,0.633977472782135,0.37599679827690125,-0.12056919187307358
809,271,0.6324782371520996,0.37665078043937683,-0.11745293438434601
814,261,0.6364365816116333,0.36250537633895874,-0.11494743078947067
819,247,0.6406143307685852,0.34430742263793945,-0.10781572759151459
819,245,0.6401954293251038,0.34152233600616455,-0.11044767498970032
834,202,0.6518033742904663,0.281358540058136,-0.1015172153711319
837,179,0.6539944410324097,0.2488248348236084,-0.10786033421754837
837,180,0.6541101336479187,0.25073492527008057,-0.101473368704319
838,178,0.6548784375190735,0.24836277961730957,-0.09937834739685059
841,158,0.6575409173965454,0.22026434540748596,-0.09696333110332489
848,119,0.6626864671707153,0.16595855355262756,-0.09538022428750992
844,115,0.6598371863365173,0.1603510081768036,-0.08601059019565582
845,109,0.6607011556625366,0.15267908573150635,-0.0809999406337738
845,105,0.6605756282806396,0.14623263478279114,-0.08820490539073944
846,105,0.6613771915435791,0.1469883918762207,-0.08748878538608551
842,104,0.6585758328437805,0.14477097988128662,-0.08638148754835129
841,106,0.6577669382095337,0.14849668741226196,-0.08473840355873108
841,110,0.6576661467552185,0.15361738204956055,-0.08929309248924255
841,110,0.6571572422981262,0.1532776951789856,-0.0915922299027443
840,114,0.6567671895027161,0.15873461961746216,-0.09056795388460159
839,117,0.6556543111801147,0.16350731253623962,-0.09268712252378464
838,127,0.6551482081413269,0.17656224966049194,-0.09390504658222198
839,132,0.6556335091590881,0.18406638503074646,-0.09226292371749878
841,155,0.6576025485992432,0.21597275137901306,-0.10503540188074112
841,163,0.6573280692100525,0.22674861550331116,-0.10064608603715897
839,170,0.655992865562439,0.236211895942688,-0.10409760475158691
838,171,0.6551029682159424,0.23789581656455994,-0.09368128329515457
838,178,0.655260443687439,0.24757620692253113,-0.10104880481958389
834,187,0.652042031288147,0.26061683893203735,-0.10315503925085068
829,196,0.6480495929718018,0.27289244532585144,-0.098711296916008
821,215,0.641612708568573,0.29869967699050903,-0.09732392430305481
816,220,0.6378946900367737,0.30624496936798096,-0.09941009432077408
815,227,0.6371625065803528,0.31582576036453247,-0.10228925943374634
815,233,0.6369773149490356,0.3243040144443512,-0.09980819374322891
815,254,0.6370420455932617,0.35378506779670715,-0.11205950379371643
815,256,0.6367737054824829,0.35690736770629883,-0.09826460480690002
814,262,0.6365633606910706,0.3651116192340851,-0.1100393608212471
817,268,0.6386252045631409,0.37234485149383545,-0.11689438670873642
812,276,0.63468998670578,0.38405120372772217,-0.10899726301431656
814,315,0.6366937160491943,0.4384385347366333,-0.14324116706848145
810,319,0.6332977414131165,0.44418445229530334,-0.12299352139234543
810,328,0.6332775354385376,0.45624035596847534,-0.13322855532169342
810,338,0.633034884929657,0.4702695608139038,-0.15204735100269318
809,346,0.632630467414856,0.48187339305877686,-0.13454808294773102
808,348,0.6319742202758789,0.48383471369743347,-0.12917831540107727
808,355,0.6314679980278015,0.49390140175819397,-0.14300625026226044
805,367,0.6296748518943787,0.5103895664215088,-0.12968623638153076
804,378,0.628573477268219,0.5253796577453613,-0.14774459600448608
802,397,0.6265895366668701,0.552757978439331,-0.20538517832756042
799,452,0.6245015859603882,0.6280194520950317,-0.20602664351463318
805,462,0.6290422677993774,0.6423494219779968,-0.14334315061569214
799,471,0.6245000958442688,0.6548143625259399,-0.16377930343151093
