pixel_x,pixel_y,norm_x,norm_y,norm_z
699,387,0.5468546748161316,0.5387920141220093,-0.05531597137451172
693,379,0.5415613651275635,0.5272883176803589,-0.0521206296980381
692,375,0.5412706136703491,0.5212412476539612,-0.05442165210843086
695,368,0.54320228099823,0.512339174747467,-0.05575670301914215
699,360,0.5464487075805664,0.5012928247451782,-0.05171402543783188
742,302,0.5799131989479065,0.41944950819015503,-0.054468367248773575
742,294,0.5797587633132935,0.4083688259124756,-0.05381109565496445
763,253,0.5967618227005005,0.35167914628982544,-0.04440678656101227
763,233,0.5966170430183411,0.32493487000465393,-0.043809108436107635
753,185,0.5886561870574951,0.2580014169216156,-0.03758924454450607
742,182,0.5803349018096924,0.25299400091171265,-0.042917400598526
733,180,0.5734054446220398,0.2504839599132538,-0.044525712728500366
725,190,0.5669564008712769,0.2644069790840149,-0.05450071766972542
742,201,0.5798347592353821,0.2802540063858032,-0.04758685827255249
752,208,0.5876595973968506,0.289633572101593,-0.04396430030465126
763,216,0.596246600151062,0.3013772666454315,-0.04972045123577118
772,225,0.6036354899406433,0.3130316734313965,-0.047996435314416885
781,234,0.6106202602386475,0.326181024312973,-0.04529767110943794
807,277,0.6307561993598938,0.385855495929718,-0.04686906933784485
814,291,0.6361708045005798,0.40435153245925903,-0.052695661783218384
814,304,0.6362661719322205,0.4222235381603241,-0.0554361529648304
813,302,0.6358687281608582,0.4199766516685486,-0.051100920885801315
800,368,0.6251177787780762,0.5112832188606262,-0.06793905794620514
793,382,0.6197090148925781,0.5310688018798828,-0.055461350828409195
785,392,0.6137332916259766,0.5451916456222534,-0.057398516684770584
779,401,0.6086073517799377,0.557202935218811,-0.06014055013656616
772,407,0.6036470532417297,0.5666486620903015,-0.06350179016590118
766,412,0.59859299659729,0.5730171799659729,-0.06279762834310532
761,416,0.5950246453285217,0.5784257650375366,-0.06034131720662117
756,418,0.5906934142112732,0.5817608833312988,-0.05898364260792732
755,418,0.5902000665664673,0.5815418362617493,-0.05799812078475952
748,421,0.5850245356559753,0.5857528448104858,-0.05846190080046654
746,424,0.5828127861022949,0.5902683138847351,-0.05775934085249901
745,424,0.58221435546875,0.5901156067848206,-0.05673323571681976
744,424,0.5816993713378906,0.5893068909645081,-0.060067009180784225
743,423,0.5809664726257324,0.5888465642929077,-0.06016960367560387
