pixel_x,pixel_y,norm_x,norm_y,norm_z
772,330,0.6034486889839172,0.4586785137653351,-0.04741058498620987
768,328,0.6002259254455566,0.4567992091178894,-0.04608762264251709
764,325,0.5972664952278137,0.452126681804657,-0.04598474130034447
759,322,0.5934325456619263,0.4477498531341553,-0.04533413052558899
753,321,0.5887660980224609,0.4459880590438843,-0.04493808001279831
747,321,0.5835970640182495,0.4458469748497009,-0.04544742777943611
737,320,0.5765525698661804,0.4453556537628174,-0.04557570442557335
729,322,0.5695975422859192,0.44755131006240845,-0.044899046421051025
717,323,0.5609211325645447,0.44974666833877563,-0.04809138923883438
710,329,0.5548650622367859,0.4582841396331787,-0.05212031677365303
701,341,0.5479512810707092,0.4748673737049103,-0.052622679620981216
694,354,0.5426257252693176,0.4929976761341095,-0.052651021629571915
687,366,0.5374849438667297,0.5084344744682312,-0.05843634530901909
684,378,0.5348731279373169,0.5261749029159546,-0.06011507660150528
685,394,0.5357296466827393,0.5473200678825378,-0.055872466415166855
692,409,0.5411515831947327,0.5685861110687256,-0.05256851762533188
701,420,0.5480464696884155,0.5841166377067566,-0.0560050867497921
713,423,0.5571796298027039,0.587692141532898,-0.060181792825460434
725,422,0.5665322542190552,0.5865526795387268,-0.05554153025150299
737,418,0.5763433575630188,0.5809625387191772,-0.055077679455280304
747,411,0.583932638168335,0.5721220970153809,-0.051672112196683884
756,401,0.5907674431800842,0.5578585267066956,-0.05075093358755112
764,387,0.59714275598526,0.5384988188743591,-0.048497650772333145
766,370,0.5985810160636902,0.5145130753517151,-0.04881616681814194
768,353,0.6002683639526367,0.49089890718460083,-0.0471545048058033
769,335,0.6009475588798523,0.4655088186264038,-0.04412464424967766
768,315,0.6002519130706787,0.4383024573326111,-0.04404354467988014
768,293,0.6002580523490906,0.40752771496772766,-0.04514958709478378
767,273,0.5994381308555603,0.3803180158138275,-0.041743405163288116
765,251,0.5978490114212036,0.3499836027622223,-0.040047433227300644
763,232,0.5966701507568359,0.32237356901168823,-0.03660052642226219
761,214,0.5945925712585449,0.2982501983642578,-0.03456861153244972
760,197,0.5939047336578369,0.2746807932853699,-0.03312306851148605
758,183,0.5928192734718323,0.25521546602249146,-0.03282681107521057
757,172,0.5917677879333496,0.240256667137146,-0.032174963504076004
757,165,0.5916224122047424,0.22920846939086914,-0.03198939189314842
757,160,0.5916906595230103,0.22302061319351196,-0.03210148587822914
757,159,0.5920239090919495,0.2212195247411728,-0.03474724665284157
759,160,0.5935230851173401,0.2231007069349289,-0.034652311354875565
759,165,0.5935063362121582,0.22981692850589752,-0.03704110532999039
759,174,0.5935497283935547,0.2430272102355957,-0.04248062148690224
759,186,0.5931029319763184,0.2595469355583191,-0.044585537165403366
760,202,0.5938142538070679,0.2814967632293701,-0.04294522851705551
759,219,0.5935452580451965,0.3053804934024811,-0.04396937042474747
761,236,0.5952329039573669,0.3290296196937561,-0.04563896358013153
764,256,0.5970674753189087,0.35635054111480713,-0.046547286212444305
765,274,0.5983233451843262,0.3816075325012207,-0.048225030303001404
767,292,0.5995606184005737,0.40689367055892944,-0.05081439018249512
771,312,0.6025213599205017,0.4346082806587219,-0.05217383801937103
772,333,0.6036970615386963,0.46254581212997437,-0.04827038198709488
776,351,0.6064055562019348,0.48759666085243225,-0.048730965703725815
781,368,0.6105721592903137,0.5113673210144043,-0.053588010370731354
788,386,0.6159546971321106,0.5362688899040222,-0.05334439501166344
793,403,0.6196020245552063,0.5607889890670776,-0.05096318572759628
798,418,0.6242028474807739,0.5807995796203613,-0.05304558947682381
806,429,0.6301141381263733,0.596096396446228,-0.0544017031788826
812,438,0.6349279284477234,0.6087245345115662,-0.05596465989947319
816,444,0.6379583477973938,0.6169915199279785,-0.05916481465101242
