pixel_x,pixel_y,norm_x,norm_y,norm_z
338,261,0.2645241618156433,0.36382970213890076,-0.049433548003435135
334,267,0.26097702980041504,0.3714848756790161,-0.050388991832733154
330,277,0.2580834925174713,0.3852900266647339,-0.048262134194374084
326,284,0.25527223944664,0.3956998288631439,-0.05871959403157234
324,293,0.2533927261829376,0.4083121418952942,-0.057307396084070206
322,301,0.2522802948951721,0.4194168448448181,-0.060786277055740356
322,356,0.25196748971939087,0.4947127103805542,-0.0637345165014267
326,370,0.25482526421546936,0.5150647163391113,-0.05812177062034607
332,387,0.2599606513977051,0.5380309820175171,-0.05329127982258797
337,400,0.2639390230178833,0.5563745498657227,-0.058345306664705276
342,414,0.26735544204711914,0.5752504467964172,-0.06058141589164734
346,427,0.27082905173301697,0.5932533740997314,-0.06513271480798721
352,434,0.27564722299575806,0.6039426326751709,-0.06764888763427734
362,445,0.2830590009689331,0.6183761954307556,-0.06559643149375916
375,452,0.29352515935897827,0.6290882229804993,-0.05928279459476471
387,455,0.30301180481910706,0.633226752281189,-0.061527252197265625
396,452,0.30974429845809937,0.628779947757721,-0.06669040769338608
446,427,0.3492175042629242,0.5938735008239746,-0.06912221014499664
453,416,0.35396236181259155,0.5781883597373962,-0.06394299119710922
463,402,0.3623243570327759,0.5594806671142578,-0.0664810761809349
473,388,0.36985981464385986,0.5390791893005371,-0.06594325602054596
478,370,0.3740233778953552,0.5148178935050964,-0.06599830090999603
484,352,0.3788195848464966,0.4893645644187927,-0.06273124366998672
486,336,0.3798389434814453,0.467967689037323,-0.06188417226076126
490,319,0.3829326033592224,0.44376713037490845,-0.06053632125258446
492,304,0.385049045085907,0.423095703125,-0.06154429540038109
495,292,0.3873053193092346,0.405694842338562,-0.06231623515486717
496,280,0.3880411982536316,0.38990747928619385,-0.06367415934801102
499,254,0.3905194401741028,0.35357075929641724,-0.06762518733739853
498,254,0.3894939124584198,0.3539496064186096,-0.06555185467004776
496,256,0.3882253170013428,0.35630345344543457,-0.0661250501871109
494,261,0.386619508266449,0.36343705654144287,-0.06870721280574799
491,269,0.38427528738975525,0.3741533160209656,-0.06490261852741241
491,278,0.383694589138031,0.38710716366767883,-0.06842955946922302
488,289,0.38132140040397644,0.40258723497390747,-0.07065499573945999
484,303,0.3784326910972595,0.4212188720703125,-0.06994077563285828
482,316,0.37672847509384155,0.439708948135376,-0.07153207808732986
480,330,0.3751160204410553,0.45908889174461365,-0.07206632941961288
478,345,0.3738522529602051,0.48048150539398193,-0.07451535761356354
479,360,0.3744581341743469,0.5012269616127014,-0.07507146149873734
478,374,0.37390220165252686,0.5202512741088867,-0.07399704307317734
478,391,0.37373554706573486,0.5433974266052246,-0.07135317474603653
488,431,0.3812890648841858,0.5989603400230408,-0.06583480536937714
492,438,0.38491663336753845,0.60868239402771,-0.06555939465761185
496,443,0.38782474398612976,0.6164958477020264,-0.06965605914592743
501,449,0.39185985922813416,0.6245558261871338,-0.07023963332176208
506,453,0.3960895538330078,0.62954181432724,-0.07129194587469101
510,456,0.39892134070396423,0.6338120102882385,-0.07344453036785126
512,458,0.40058791637420654,0.6366983652114868,-0.07150378823280334
515,459,0.40253832936286926,0.6388043761253357,-0.0706239715218544
516,461,0.40329164266586304,0.6414104104042053,-0.07108528912067413
518,462,0.40513765811920166,0.6418302059173584,-0.07381822913885117
519,462,0.40568068623542786,0.6418502926826477,-0.07386535406112671
518,461,0.4050885736942291,0.6408604383468628,-0.07092002779245377
516,460,0.4037041664123535,0.6392218470573425,-0.0719795972108841
516,460,0.4036389887332916,0.6395718455314636,-0.07170972228050232
